symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,n_obs_trading_days,data_start,data_end,Q_beta,Q_alpha,Q_beta_sqrt,Q_alpha_sqrt,Q_beta_annualised,Q_alpha_annualised,R,R_sqrt,SNR_beta_R,SNR_alpha_R,log_likelihood,log_likelihood_per_obs,em_iterations,em_converged,beta_initial,beta_final,beta_mean,beta_std,beta_drift_total,alpha_initial,alpha_final,alpha_mean,alpha_std,P_beta_final,P_alpha_final,kalman_gain_beta_mean,kalman_gain_alpha_mean,innovation_mean,innovation_std,spread_mean,spread_std,spread_skew,spread_kurtosis,spread_min,spread_max,spread_autocorr_lag1,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ou_equilibrium_minutes,spread_stationary_std,ar1_phi,ar1_c,ar1_phi_pvalue,adf_stat,adf_pvalue,adf_critical_1pct,adf_critical_5pct,adf_critical_10pct,hurst_exponent,tradeable,tradeable_reason,runtime_s,skipped,skip_reason,error
ABCAPITAL,LTF,0.493682,76,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,2.4223469e-07,6.0626862e-06,0.00049217343,0.0024622523,0.022891178,0.57292385,0.0015001029,0.038731162,0.00016147871,0.0040415134,101021.47,2.282971,15,False,0.72845434,0.7357948,0.72944336,0.0033635324,0.0073404535,1.7016439,1.742083,1.7104079,0.018820487,0.0034536841,0.11000138,0.0092671642,0.041973558,1.9391088e-05,0.0019868274,3.3156637e-08,0.001391241,-0.11678351,10.273246,-0.01702693,0.020375902,0.7583097,0.27668022,1.9664028e-07,0.0010348899,2.5052285,0.041753809,7.5156856,0.0013912016,0.75829695,4.7528556e-08,0,-49.966677,0,-3.4304979,-2.8616054,-2.5668048,0.041658704,False,HL=2.5<15,7.21,False,,
BDL,COCHINSHIP,0.493505,77,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,6.5688583e-07,1e-06,0.00081048493,9.45e-08,0.062075711,0.00051259739,0.022640614,1.9508488e-09,0.0012814849,125503.14,2.836229,15,False,1.022283,1.0217513,1.0217604,7.9393109e-06,0.00053167783,-0.23962668,-0.29408172,-0.27598591,0.05657271,3.8319337e-07,3.8603802e-05,1.5896525e-05,0.035130732,-3.5178442e-05,0.0039758604,1.374938e-06,0.0028242859,-0.37791864,8.5013807,-0.03082421,0.030155872,0.89696483,0.10873946,4.2068354e-07,0.0013170955,6.3743849,0.10623975,19.123155,0.0028242859,0.89696408,4.3345515e-08,0,-38.84144,0,-3.4304978,-2.8616053,-2.5668048,0.17978191,False,HL=6.4<15,6.75,False,,
IRFC,NBCC,0.493264,78,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.003139934,0.056035114,3.1847803e-10,3.1847803e-10,55700.63,1.258771,15,False,0.10763108,0.085866069,0.09580883,0.0080760134,0.021765011,4.2462106,4.2415215,4.2437806,0.0018495031,1.3653708e-08,4.3226317e-08,5.8626043e-05,2.4850667e-06,-0.028736622,0.059959497,-0.0010184403,0.056047776,-0.23327137,-0.46069469,-0.15657021,0.15703912,0.99983742,0.00015875736,-0.007621943,0.0010107202,4366.079,72.767983,13098.237,0.056721667,0.99984126,-1.2099435e-06,0.032026866,-1.8967716,0.33358138,-3.4304978,-2.8616053,-2.5668048,0.510011,False,ADF_p=0.3336; HL=4366>1440,7.8,False,,
DLF,LODHA,0.492606,79,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.161867e-08,1e-12,0.00010778994,1e-06,0.0010979643,9.45e-08,3.6951024e-07,0.00060787354,0.031443433,2.706285e-06,234588.79,5.301442,15,False,0.0065457516,-0.020834983,-0.014714593,0.013496562,0.027380735,6.5232464,6.5230814,6.5231372,5.1545578e-05,6.3886117e-09,4.4248682e-08,0.099728234,2.8057651e-06,-6.291487e-06,0.0011875998,-5.2043195e-08,0.00040750777,-0.60254162,165.71644,-0.014935569,0.014160485,-0.13085373,20.723266,-5.185618e-08,0.0026009378,0.033447777,0.00055746295,0.10034333,0.00040400419,-0.13085604,-5.185618e-08,0,-76.981511,0,-3.4304979,-2.8616054,-2.5668048,-0.0062777281,False,HL=0.0<15,7.73,False,,
BEL,GRSE,0.490533,80,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,2.2079009e-08,1e-12,0.00014859007,1e-06,0.0020864663,9.45e-08,1.4685808e-07,0.00038322067,0.15034249,6.8092951e-06,243907.55,5.512035,15,False,0.29040384,0.29246541,0.29615384,0.0056834128,0.0020615667,3.7356132,3.7356038,3.7356061,2.9200013e-06,2.8640026e-09,4.4249147e-08,0.11631545,1.7718555e-06,3.6616275e-07,0.00086994937,-1.5015591e-09,0.00010672287,-0.40885079,85.434988,-0.0035135344,0.0025248955,-0.45903981,20.723266,-1.2139346e-09,0.00061041031,0.033447777,0.00055746295,0.10034333,9.4815156e-05,-0.45903891,-1.2139346e-09,0,-78.510661,0,-3.4304979,-2.8616054,-2.5668048,-0.00055135666,False,HL=0.0<15,7.37,False,,
IRCON,JWL,0.490029,81,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.002034781,0.045108547,4.9145337e-10,4.9145337e-10,66958.729,1.513192,15,False,0.56798424,0.55377183,0.55711814,0.0055464614,0.014212408,1.853935,1.8515926,1.8522373,0.0010306405,8.9928097e-09,4.3371713e-08,5.2117145e-05,2.9245519e-06,-0.015154301,0.0498264,-0.0002653688,0.045106641,-0.81954845,0.36197576,-0.15096656,0.083482683,0.99964019,0.00034828207,-0.0040699348,0.0012101381,1990.1891,33.169818,5970.5673,0.045851587,0.99965178,-1.4172385e-06,0.0031609993,-2.3018937,0.17135795,-3.4304978,-2.8616053,-2.5668048,0.47427021,False,ADF_p=0.1714; HL=1990>1440,7.72,False,,
TECHM,WIPRO,0.488765,82,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,5.6693436e-06,9.9514308e-05,0.0023810383,0.0099756858,0.53575297,9.4041021,0.001264348,0.035557672,0.0044840056,0.078708003,96927.987,2.190463,15,False,0.74788854,0.66565568,0.66676805,0.022276696,0.082232856,3.2018176,3.748161,3.7159975,0.15065675,0.056915851,1.6081012,0.042910028,0.14819237,4.7861048e-06,0.0011543052,2.310959e-08,0.00062530152,-1.3964345,297.46008,-0.031538885,0.025465633,0.29587198,1.2178667,5.8653819e-08,0.00097586671,0.56914866,0.0094858111,1.707446,0.00062528158,0.29586067,4.1300461e-08,0,-68.864979,0,-3.4304979,-2.8616054,-2.5668048,-0.0094330358,False,HL=0.6<15,7.47,False,,
PNB,SBIN,0.488676,83,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,3.67531e-07,1e-12,0.00060624335,1e-06,0.03473168,9.45e-08,0.022331233,0.14943639,1.645816e-05,4.478033e-11,42801.51,0.967266,15,False,1.7496183,1.7250047,1.7192609,0.016713422,0.024613584,-7.1966544,-7.1966543,-7.1966543,3.3213512e-08,1.2994783e-05,4.4249997e-08,0.0040044969,1.6143785e-09,-0.00013490316,0.0050588402,2.0709557e-06,0.0033413996,0.18076496,23.150736,-0.041585523,0.071583713,0.93384679,0.068497928,3.8114242e-06,0.0012362207,10.119243,0.16865405,30.357729,0.003339968,0.93379539,2.5233383e-07,0,-32.078769,0,-3.4304979,-2.8616054,-2.5668048,0.22631908,False,HL=10.1<15,6.73,False,,
COFORGE,INFY,0.487563,84,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0065232245,0.080766481,1.5329842e-10,1.5329842e-10,38640.744,0.873237,15,False,0.58361189,0.54843942,0.552291,0.0073014484,0.035172474,3.2638452,3.2614735,3.2620026,0.0010199564,1.1952376e-08,4.3795175e-08,3.6577834e-05,1.1509949e-06,-0.050840676,0.08282645,-0.00061622791,0.080862284,-0.28065575,-0.78488545,-0.21192918,0.16185051,0.99990055,0.00010250352,-0.0021170733,0.0011404477,6762.179,112.70298,20286.537,0.079650955,0.9998975,-2.1699636e-07,0.063163381,-1.4789904,0.54387773,-3.4304978,-2.8616053,-2.5668048,0.4864108,False,ADF_p=0.5439; HL=6762>1440,6.56,False,,
SAIL,TATASTEEL,0.487049,85,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1.5425407e-05,1e-06,0.0039275192,9.45e-08,1.457701,0.0031952632,0.056526659,3.1296326e-10,0.0048275857,84801.823,1.916425,15,False,2.1388664,2.1386769,2.138678,1.0102407e-06,0.00018945889,-6.0659913,-6.1233946,-6.2137137,0.084460715,6.4389156e-06,0.00039866766,1.0640738e-05,0.067082959,-2.033424e-05,0.0044862798,1.7191494e-06,0.0031089917,0.21886304,15.75205,-0.038937457,0.044940429,0.8448435,0.16862907,9.4050891e-07,0.0018053739,4.1104845,0.068508075,12.331454,0.0031087511,0.84482222,1.4594609e-07,0,-45.124533,0,-3.4304979,-2.8616054,-2.5668048,0.081426625,False,HL=4.1<15,7.4,False,,
GODREJPROP,LODHA,0.486245,86,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,4.2247556e-08,1e-12,0.0002055421,1e-06,0.0039923941,9.45e-08,3.2434272e-07,0.00056951095,0.13025591,3.0831585e-06,228162.34,5.156211,15,False,-0.029560423,-0.055916697,-0.053877802,0.015043367,0.026356274,7.8545961,7.854516,7.8545431,2.4924634e-05,7.0697752e-09,4.4249464e-08,0.12763554,1.165219e-06,-4.7156504e-06,0.0013508439,-2.2357459e-08,0.00021321533,0.10392036,120.77293,-0.0065281761,0.0063517726,-0.35668379,20.723266,-2.2601096e-08,0.0012823371,0.033447777,0.00055746295,0.10034333,0.00019918568,-0.3566719,-2.2601096e-08,0,-79.04113,0,-3.4304979,-2.8616054,-2.5668048,-0.0026019792,False,HL=0.0<15,7.45,False,,
BANKINDIA,SBIN,0.485892,87,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1.4301541e-06,1e-06,0.0011958905,9.45e-08,0.13514956,0.00087659861,0.029607408,1.140773e-09,0.0016314812,113688.82,2.569239,15,False,1.7722425,1.7718458,1.7718506,4.7285569e-06,0.00039663912,-7.2018562,-7.2061884,-7.3091503,0.082446185,8.0028426e-07,7.2524867e-05,1.5436863e-05,0.039552759,-2.2749677e-06,0.0045442689,1.4638364e-06,0.0030154552,0.25260789,27.125335,-0.03972285,0.070092444,0.90476491,0.10014242,3.0396839e-06,0.0013490642,6.9216142,0.11536024,20.764842,0.0030144535,0.90470856,2.8965585e-07,0,-36.561526,0,-3.4304979,-2.8616054,-2.5668048,0.16509658,False,HL=6.9<15,7.92,False,,
JBCHEPHARM,TORNTPHARM,0.484106,88,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.8352728e-07,2.6404684e-06,0.00042840084,0.0016249518,0.017343328,0.24952426,3.4409809e-05,0.0058659875,0.0053335745,0.076735921,172007.2,3.887168,15,False,0.82720852,0.7998326,0.80626482,0.0084436453,0.027375925,0.67315358,0.9723501,0.87560285,0.086637305,0.0010781704,0.076061593,0.048060371,0.094787266,3.332608e-06,0.00076526954,5.5259058e-09,0.00043080268,0.283107,25.205714,-0.0069527488,0.011112867,-0.079454039,20.723266,1.7799162e-08,0.0027646943,0.033447777,0.00055746295,0.10034333,0.00042944051,-0.079458514,1.7799162e-08,0,-76.769916,0,-3.4304979,-2.8616054,-2.5668048,-0.007056612,False,HL=0.0<15,7.71,False,,
DLF,OBEROIRLTY,0.483266,89,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00092137544,0.030354167,1.0853339e-09,1.0853339e-09,74581.214,1.685451,15,False,0.22856248,0.20179311,0.20986189,0.0091999028,0.026769372,4.8790045,4.8757563,4.8769079,0.0013000869,4.7759119e-09,4.3603373e-08,5.7211937e-05,3.8443066e-06,-0.017346662,0.036604828,-0.00013855829,0.030358776,-0.77424845,0.53795278,-0.11730103,0.061488449,0.99945885,0.00055294385,-0.0012339765,0.00099889359,1253.558,20.892633,3760.674,0.030037495,0.99944721,-6.821311e-07,0.00020407451,-3.2065567,0.019608273,-3.4304979,-2.8616054,-2.5668048,0.48960811,True,PASS,7.91,False,,
NATIONALUM,TATASTEEL,0.482849,90,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,3.8256314e-06,1e-06,0.0019559221,9.45e-08,0.36152217,0.00080341823,0.028344633,1.2446817e-09,0.0047616935,115143.68,2.602117,15,False,1.0319505,1.0319112,1.0319127,1.3024663e-06,3.930337e-05,0.29539965,0.51081595,0.45431466,0.081529308,2.0435668e-06,0.00011203222,1.6171996e-05,0.066635351,7.3018707e-05,0.0036510683,5.1084584e-07,0.0024281188,-0.098927031,20.217607,-0.034238944,0.034955122,0.85780365,0.15344736,2.2294713e-06,0.001344759,4.517166,0.075286099,13.551498,0.0024274471,0.85774592,3.1715139e-07,0,-43.974661,0,-3.4304979,-2.8616054,-2.5668048,0.093695143,False,HL=4.5<15,7.43,False,,
GODREJPROP,OBEROIRLTY,0.480775,91,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,8.3771334e-09,1e-12,9.1526681e-05,1e-06,0.00079163911,9.45e-08,6.6601184e-07,0.00081609549,0.012578055,1.5014748e-06,224455.65,5.072444,15,False,0.0071643804,-0.016172143,-0.014630575,0.013310355,0.023336523,7.5940345,7.5939217,7.593959,3.4965414e-05,7.4872995e-09,4.4249319e-08,0.074998128,1.9863623e-06,-7.0320255e-06,0.0014601559,-6.7045987e-08,0.00063503162,-0.055191065,78.973679,-0.017453304,0.016534315,0.055471875,2.8919062,-4.0229118e-08,0.0015271889,0.23968523,0.0039947538,0.71905568,0.00063501744,0.055470377,-3.7997594e-08,0,-74.851742,0,-3.4304979,-2.8616054,-2.5668048,-0.0088319842,False,HL=0.2<15,7.36,False,,
COFORGE,MPHASIS,0.480583,92,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0041517743,0.064434263,2.4086088e-10,2.4086088e-10,41867.54,0.946159,15,False,0.49660231,0.46110585,0.46756239,0.0099017848,0.035496458,3.6103094,3.6072099,3.6080566,0.0012980715,8.8911443e-09,4.3780029e-08,3.8811723e-05,1.4946524e-06,-0.045908222,0.071932803,-0.00061700512,0.064637398,-0.2815669,-0.96719542,-0.17597142,0.11841804,0.9998393,0.00016419439,-0.0016013653,0.0011588344,4221.5035,70.358392,12664.511,0.063948041,0.99983582,-2.629136e-07,0.027027012,-1.8577475,0.35219142,-3.4304979,-2.8616054,-2.5668048,0.49063645,False,ADF_p=0.3522; HL=4222>1440,5.75,False,,
HEROMOTOCO,TVSMOTOR,0.480445,93,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,5.5440203e-06,1e-06,0.0023545743,9.45e-08,0.52390992,0.0064363136,0.080226639,1.5536844e-10,0.00086136578,70277.034,1.588182,15,False,1.1507377,1.1508746,1.1508752,5.2453668e-07,0.0001369378,-0.70060517,-0.85974304,-0.82593481,0.050361298,2.4897404e-06,0.0003512853,7.7548029e-06,0.028893376,-0.00012490356,0.0038008188,1.1894896e-06,0.0027390053,0.02727172,5.6828382,-0.026961499,0.032514886,0.93143607,0.071047577,-2.7194471e-07,0.001032338,9.7560988,0.16260165,29.268296,0.0027386231,0.93141758,-1.8650627e-08,0,-31.253652,0,-3.4304979,-2.8616054,-2.5668048,0.23991684,False,HL=9.8<15,7.23,False,,
COFORGE,TCS,0.480064,94,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0071336074,0.084460686,1.4018153e-10,1.4018153e-10,33731.618,0.762296,15,False,0.35852769,0.32035527,0.32727025,0.0090238632,0.038172419,4.6705237,4.6676556,4.6685393,0.0011589157,1.1332919e-08,4.385859e-08,3.3302265e-05,1.0245537e-06,-0.062085296,0.086133864,-0.00080958728,0.0848369,-0.35481378,-0.95486659,-0.22633414,0.15576216,0.99989191,0.00011327089,-0.0034952184,0.0012473862,6119.3762,101.9896,18358.129,0.08287562,0.99988674,-3.9588407e-07,0.052569705,-1.6173935,0.47409606,-3.4304978,-2.8616053,-2.5668048,0.49950025,False,ADF_p=0.4741; HL=6119>1440,6.93,False,,
DATAPATTNS,MAZDOCK,0.479345,95,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,2.3602383e-06,1e-12,0.0015363067,1e-06,0.22304252,9.45e-08,8.1423995e-06,0.002853489,0.28987012,1.2281392e-07,152300.18,3.441812,15,False,1.6076365,1.6682507,1.6323685,0.021448069,0.060614228,-4.7085784,-4.7085772,-4.7085776,3.6216998e-07,1.2741741e-07,4.4249995e-08,0.12161937,1.5394367e-08,1.1175703e-05,0.0018473821,9.4482626e-09,0.00013334194,-0.032077766,30.587208,-0.0022705898,0.0023981453,-0.49915035,20.723266,2.1499527e-08,0.00074383402,0.033447777,0.00055746295,0.10034333,0.00011553989,-0.49914089,2.1499526e-08,0,-80.032966,0,-3.4304979,-2.8616054,-2.5668048,0.00012520006,False,HL=0.0<15,7,False,,
JINDALSTEL,NMDC,0.478749,96,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1.5563088e-08,7.6562085e-05,0.00012475211,0.0087499763,0.0014707118,7.235117,0.0080622035,0.089789774,1.9303765e-06,0.0094964218,63808.925,1.44201,15,False,-0.34182722,-0.3288085,-0.33234827,0.0033942715,0.013018723,8.4274708,8.5916109,8.5063279,0.081824936,0.00071100637,0.015190673,0.00011478911,0.092592229,5.3453687e-05,0.0030631693,-4.7911318e-07,0.0020393911,0.27296699,16.929125,-0.025342674,0.030358256,0.81629998,0.20301379,1.5453072e-07,0.0012993571,3.4142861,0.056904769,10.242858,0.0020391575,0.81626698,2.8392395e-08,0,-50.36537,0,-3.4304979,-2.8616054,-2.5668048,0.048789517,False,HL=3.4<15,7.35,False,,
NMDC,VEDL,0.478682,97,44205,117.9,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,6.9461513e-08,1e-12,0.00026355552,1e-06,0.0065641129,9.45e-08,2.092677e-07,0.00045745787,0.33192658,4.7785682e-06,236224.97,5.343852,15,False,0.22857288,0.23712917,0.2319953,0.007005999,0.0085562941,3.1224965,3.1224736,3.1224801,6.9937474e-06,6.9621495e-09,4.4204362e-08,0.16542611,1.2224521e-06,1.2211539e-06,0.00095488248,-5.0926562e-09,0.00010283535,0.56961407,42.101726,-0.0019675407,0.0024047096,-0.41487767,20.723266,-2.3665118e-09,0.000602368,0.033447777,0.00055746295,0.10034333,9.3565942e-05,-0.4148726,-2.3665118e-09,0,-78.543136,0,-3.430498,-2.8616054,-2.5668048,-0.0016498759,False,HL=0.0<15,11.05,False,,
MPHASIS,PERSISTENT,0.478663,98,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.00021907861,0.014801304,4.5645716e-09,4.5645716e-09,102763.87,2.322347,15,False,0.4246708,0.40858345,0.41652047,0.0077482171,0.016087349,4.2267149,4.2243783,4.2253698,0.00096241376,2.3022121e-09,4.3690968e-08,8.5878101e-05,7.4612756e-06,-0.0058657934,0.01978491,-4.2053001e-05,0.014800238,-0.072336903,0.25576436,-0.052080953,0.050503059,0.99788603,0.002108553,0.00037360374,0.00096285077,328.73122,5.4788536,986.19365,0.014826947,0.99789367,7.8693334e-07,4.6883094e-12,-6.2289439,5.0081858e-08,-3.4304978,-2.8616053,-2.5668048,0.47731964,True,PASS,6.7,False,,
COFORGE,TECHM,0.47824,99,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.012772153,0.11301395,7.8295338e-11,7.8295338e-11,23492.838,0.530912,15,False,0.21132783,0.16279047,0.17172307,0.0087331202,0.048537352,6.0074182,6.0042025,6.0054411,0.0012129755,1.6097909e-08,4.3933757e-08,3.243558e-05,6.7504059e-07,-0.098489233,0.094633878,-0.00098507273,0.11357912,-0.14474448,-1.0545931,-0.27194855,0.2198531,0.99993433,9.1981635e-05,-0.029639328,0.0013016584,7535.7128,125.59521,22607.138,0.095969108,0.99990802,-2.7261485e-06,0.045681124,-1.710614,0.4256523,-3.4304978,-2.8616053,-2.5668048,0.50003519,False,ADF_p=0.4257; HL=7536>1440,6.68,False,,
JINDALSTEL,JSWSTEEL,0.477244,100,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,5.0778303e-05,1e-06,0.0071258896,9.45e-08,4.7985496,0.033143109,0.18205249,3.0172185e-11,0.0015320923,33825.155,0.76441,15,False,2.4968815,2.4970518,2.497052,1.6677468e-07,0.00017032421,-10.678797,-10.785246,-10.661066,0.07375674,1.3970728e-05,0.0019894698,4.2089757e-06,0.038360936,-6.2147494e-05,0.006105785,3.0912793e-06,0.0043763804,0.135205,8.5470185,-0.043080026,0.065374441,0.90412406,0.10082677,1.8397221e-06,0.0019648437,6.8746346,0.11457724,20.623904,0.0043754739,0.90408964,1.7644841e-07,0,-36.669323,0,-3.4304979,-2.8616054,-2.5668048,0.17649272,False,HL=6.9<15,6.98,False,,
RAILTEL,RVNL,0.47696,101,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,5.8402015e-08,1e-12,0.00024166509,1e-06,0.0055189904,9.45e-08,3.5058503e-07,0.00059210221,0.16658445,2.8523751e-06,228955.83,5.174143,15,False,0.31157497,0.31693528,0.30607783,0.012666163,0.0053603086,4.0203427,4.0202931,4.0203098,1.5609811e-05,1.1150015e-08,4.4249379e-08,0.15099807,1.2413991e-06,7.7270195e-07,0.0013261321,-1.4940586e-08,0.00023543235,-0.14893829,128.42046,-0.0076772163,0.0081034879,-0.39568022,20.723266,-2.7896892e-08,0.0013919869,0.033447777,0.00055746295,0.10034333,0.00021621761,-0.39567541,-2.7896891e-08,0,-79.045883,0,-3.4304979,-2.8616054,-2.5668048,-0.0018430167,False,HL=0.0<15,7.52,False,,
HINDALCO,NMDC,0.476227,102,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,3.1897073e-06,1e-12,0.0017859752,1e-06,0.30142734,9.45e-08,0.010000428,0.10000214,0.00031895707,9.999572e-11,59459.381,1.343715,15,False,-0.31263394,-0.23102143,-0.27183643,0.021245973,0.081612506,8.0481248,8.0481247,8.0481247,4.0488332e-08,3.8053849e-05,4.4249998e-08,0.017172646,1.4792317e-09,0.00010621089,0.0033899768,-1.1655284e-06,0.0022974344,-0.73361049,36.116701,-0.058839799,0.031959894,0.85395931,0.15785484,-8.8560534e-07,0.0012909557,4.3910417,0.073184028,13.173125,0.0022975628,0.85397374,-1.2932164e-07,0,-46.624768,0,-3.4304979,-2.8616054,-2.5668048,0.076287256,False,HL=4.4<15,7.29,False,,
INOXWIND,SUZLON,0.475494,103,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.009574053,0.09784709,1.0444897e-10,1.0444897e-10,34857.199,0.787733,15,False,0.51703968,0.45542164,0.46327574,0.0064327464,0.061618045,2.8319148,2.8272192,2.8292727,0.0016960431,2.7853463e-08,4.3681974e-08,5.4290353e-05,1.030763e-06,-0.085425905,0.067292762,-0.0015960225,0.097838804,-0.041379797,-1.0739265,-0.19282925,0.18170072,0.99993233,9.6851658e-05,-0.060717966,0.0011382272,7156.7921,119.27987,21470.376,0.08178251,0.99990315,-5.8803509e-06,0.039960172,-1.6787538,0.44209107,-3.4304978,-2.8616053,-2.5668048,0.51588016,False,ADF_p=0.4421; HL=7157>1440,7.7,False,,
MAZDOCK,RVNL,0.474278,104,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1.1152881e-05,1e-06,0.0033395929,9.45e-08,1.0539472,0.0031714141,0.056315309,3.1531676e-10,0.0035166901,85241.006,1.92635,15,False,1.0669779,1.0669878,1.0669883,5.1271076e-07,9.9087087e-06,1.7343909,1.8749977,1.7029285,0.096167853,5.0298453e-06,0.00033808558,1.2642456e-05,0.057542366,5.4359384e-05,0.003517692,1.1279385e-06,0.0024208495,-0.033302517,13.539441,-0.029455505,0.029478154,0.86483084,0.14530461,2.0300791e-07,0.0013046152,4.770304,0.079505067,14.310912,0.0024200689,0.86475884,2.7455027e-08,0,-40.991123,0,-3.4304979,-2.8616054,-2.5668048,0.10686207,False,HL=4.8<15,6.8,False,,
BAJAJFINSV,BAJFINANCE,0.474096,105,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,1e-12,1e-12,1e-06,1e-06,9.45e-08,9.45e-08,0.0003629251,0.019050593,2.7553895e-09,2.7553895e-09,95089.977,2.148926,15,False,0.17744602,0.15797216,0.16730948,0.0077886591,0.019473855,6.4047161,6.4016208,6.4030949,0.0012396597,3.6306264e-09,4.3432838e-08,7.7220422e-05,6.9548381e-06,-0.0083830303,0.024036952,-0.00011126621,0.019068005,-0.52176404,0.69862847,-0.072348894,0.046644598,0.99921821,0.00077319373,0.00024737077,0.00075414228,896.47284,14.941214,2689.4185,0.019177594,0.99922711,1.9119161e-07,1.9623767e-05,-3.9042892,0.0020035068,-3.4304978,-2.8616053,-2.5668048,0.47658637,True,PASS,7.12,False,,
TATASTEEL,VEDL,0.471511,106,44205,117.9,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,5.9145576e-08,1e-12,0.00024319863,1e-06,0.0055892569,9.45e-08,2.0783729e-05,0.0045589175,0.0028457634,4.8114561e-08,189002.86,4.275599,15,False,-0.16033944,-0.10672269,-0.127135,0.017982396,0.053616751,5.9726499,5.9726361,5.9726404,4.180933e-06,1.6379917e-07,4.4204846e-08,0.04603707,2.1896081e-07,2.6010938e-05,0.0016473412,-2.8830861e-07,0.0009866676,0.15003282,49.878981,-0.018043759,0.020840925,0.52336646,0.64747888,-3.1817241e-07,0.0011227943,1.0705325,0.017842208,3.2115975,0.00098667104,0.52336358,-1.5165256e-07,0,-64.401905,0,-3.430498,-2.8616054,-2.5668048,-0.00592223,False,HL=1.1<15,6.76,False,,
INOXWIND,IREDA,0.471228,107,44250,118,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,5.2830137e-08,1e-12,0.00022984807,1e-06,0.0049924479,9.45e-08,4.5165009e-07,0.00067204917,0.11697139,2.2141034e-06,226736.4,5.123987,15,False,0.016332055,-0.049302451,-0.038360707,0.032080106,0.065634506,4.8093182,4.8091936,4.8092352,3.8907057e-05,1.6756936e-08,4.4249063e-08,0.1605323,1.7260353e-06,-9.1632749e-06,0.0014348895,-4.9342582e-08,0.00036524388,0.30316496,103.82647,-0.010532733,0.011257272,-0.23419269,20.723266,-7.0556037e-08,0.0022860012,0.033447777,0.00055746295,0.10034333,0.00035508503,-0.23418906,-7.0556037e-08,0,-77.026996,0,-3.4304979,-2.8616054,-2.5668048,-0.004780547,False,HL=0.0<15,7.42,False,,
