pair,fsl_net_pnl,fsl_trades,wc_net_pnl,wc_trades,dr_net_pnl,dr_trades
BAJFINANCE-CHOLAFIN,-13013.594824999995,274,-2071.8848500000468,183,-1114.910150000076,186
TATAELXSI-WIPRO,-20001.460049999965,397,-16873.097300000052,184,-10856.978599999975,210
BDL-INOXWIND,-26607.540349999814,458,-14325.112349999978,200,-11413.940850000003,200
GODREJPROP-IREDA,-5122.177950000036,261,-4973.0004500000005,192,-5851.199500000017,192
AMBER-DIXON,-20668.28299999999,389,-32873.798999999985,189,-29483.757000000005,193
GRSE-RVNL,-10809.683649999888,334,-6194.523749999928,202,-6053.151949999939,205
TATAELXSI-TCS,-17347.750799999943,392,-15908.405199999987,178,-17396.479450000006,202
ADANIENT-ADANIPOWER,-16593.971700000013,354,-15034.763749999996,198,-17672.13585000002,212
COCHINSHIP-NBCC,-22936.83869999982,353,-7418.247099999907,189,-10200.508199999902,197
IREDA-NHPC,-27383.71081000003,394,-6235.231779999982,210,-11025.111325000007,224
HAL-NBCC,-19120.890400000004,360,-9669.77380000008,193,-9476.947800000058,190
OFSS-TCS,-24403.784999999996,396,-8853.102249999998,198,-8704.104500000001,199
ADANIENT-JIOFIN,-32101.890749999977,528,-30948.990799999978,188,-27390.77104999994,215
JIOFIN-PFC,-22496.013595000026,346,-21305.798239999964,171,-21853.204299999976,173
IREDA-TITAGARH,-15001.758034999966,314,-4457.152020000088,196,-5023.076995000037,201
KPITTECH-MPHASIS,-20067.403549999923,420,-9203.562574999956,202,-8618.25807499994,217
ABCAPITAL-JIOFIN,-24756.57540000003,548,-2993.3683499999734,235,-4573.255274999983,234
CANBK-JIOFIN,-29407.146815000033,476,-18624.193165000026,197,-21815.578825000088,208
KPITTECH-OFSS,-22717.157125000005,460,-8547.910275000015,194,-7545.456425000003,208
BANKINDIA-PFC,-17725.919989999893,375,-21053.937399999966,180,-21127.558965,204
HINDALCO-JINDALSTEL,-20407.985099999976,302,-4446.593324999979,156,-3819.660725000109,183
BAJFINANCE-SHRIRAMFIN,-12724.365074999985,438,-3723.133525000022,200,-4730.483299999997,210
KPITTECH-PERSISTENT,-25153.031474999916,463,-13529.82792499995,188,-9197.24007499997,190
BHEL-INOXWIND,-32770.94760500006,469,-24995.728389999946,178,-21281.49786000006,188
POWERGRID-TATAPOWER,-2955.5758500000456,316,-4842.6709000000355,195,-6057.590074999949,217
MAHABANK-PNB,-1810.1888599999884,251,2581.23178500008,191,3132.5053750000807,197
ADANIPORTS-AMBUJACEM,-33476.91904999991,427,-17903.191600000042,196,-19436.268000000004,194
TATAELXSI-TECHM,-10009.042600000043,311,-10846.447199999995,181,-3070.107100000001,197
PFC-PNB,-15658.946200000031,243,-23268.38870000001,170,-21934.81889999999,174
ADANIGREEN-NHPC,-24261.261300000027,391,-28677.836175000004,205,-30100.962924999985,211
NBCC-TATAPOWER,-21140.11950499996,281,-23308.378699999997,183,-26048.394025000005,191
CDSL-DLF,-9513.302849999953,444,-7336.563649999947,195,-730.8892999999971,212
IREDA-LICHSGFIN,-23718.782669999986,254,-18775.126530000045,186,-13859.185969999995,189
BANKBARODA-CENTRALBK,-13123.426795000018,287,-19238.534520000045,188,-18518.564395000023,188
BHEL-IREDA,-20821.34227000006,259,-33361.611394999956,174,-28662.778265000034,182
PNB-YESBANK,-13672.84539999999,330,-22915.986010000008,179,-23849.890055000014,190
INFY-OFSS,-19389.761949999964,388,-17196.82079999993,189,-18886.01889999991,199
MAZDOCK-TITAGARH,-21965.456899999932,300,-7028.734149999982,194,-6904.12899999999,205
PFC-RVNL,-11675.830624999988,319,-15115.319975000028,184,-15961.756600000062,193
HUDCO-PFC,-22478.27313499998,383,-14702.73841499996,201,-12173.464279999982,214
IREDA-PNB,-23276.163140000048,238,-14140.790220000057,186,-13219.881815000108,186
ADANIGREEN-JSWENERGY,-18905.612525000033,265,-13090.091749999981,183,-12129.442374999986,183
DIXON-KAYNES,-15627.270249999994,235,-15426.057000000004,183,-15005.397499999997,185
CANBK-MAHABANK,-32002.620964999984,503,-12195.566535000115,193,-10637.697164999969,205
ADANIENT-TATAPOWER,-22928.12199999996,265,-22497.08604999998,177,-23340.724499999968,180
GMRAIRPORT-IREDA,-3493.540475000079,241,-16838.22444000007,171,-18129.242355000068,178
ADANIENT-IREDA,-19237.533699999978,255,-17470.70329999996,168,-20403.856499999994,171
BEL-NBCC,-25327.35837500005,364,-17163.490174999955,174,-15781.751224999969,186
IRFC-TATAPOWER,-20384.255130000005,287,-24262.521159999997,188,-21297.042815000026,201
CDSL-INOXWIND,-17099.499649999765,440,-15887.301099999973,206,-12201.587149999985,222
BHEL-SUZLON,-23503.697405000028,336,-19875.243454999996,189,-20981.461569999992,190
RECLTD-SUZLON,-24721.859299999996,313,-20479.991975000063,183,-17384.479875000037,195
RAILTEL-TITAGARH,8219.458824999841,373,8419.673084999871,239,3117.8299299998926,266
IREDA-LTF,-17812.455805000056,311,-13718.786075,193,-14415.237055000027,193
MARUTI-TVSMOTOR,-9945.361,306,-6931.784499999997,194,-8359.018999999997,196
HAL-SOLARINDS,-20337.513050000012,316,-12269.279250000043,194,-10741.763050000045,203
BANKINDIA-YESBANK,-20870.239345000038,358,-22022.00314499993,201,-20182.437729999998,205
BHEL-NBCC,-28566.048754999996,358,-28122.452584999948,177,-23454.467384999985,189
CDSL-KFINTECH,-21137.838149999872,391,-3255.506549999993,200,-8477.951799999963,218
CANBK-YESBANK,-22595.489110000188,344,-23317.94515500006,197,-22680.3225350001,205
CENTRALBK-UNIONBANK,-1507.4585000000643,344,-1618.1881700000795,209,-492.4036849999902,215
BAJAJ-AUTO-MARUTI,-26559.37425,565,-12488.291500000001,192,-11821.21575,196
MAHABANK-UNIONBANK,-15729.345204999927,322,-4314.125569999913,198,818.8851500000928,220
IOC-PETRONET,-11981.170130000042,235,-14912.522324999998,188,-15516.590405000003,185
COCHINSHIP-IREDA,-12691.888099999982,279,-8576.483649999922,184,-9667.388499999905,189
CANBK-RBLBANK,-14474.874795000087,308,-20586.628489999926,187,-20642.360560000012,190
BDL-CDSL,-33259.96399999996,408,-11161.743599999918,176,-10977.297299999958,194
NBCC-RAILTEL,-20323.74498999994,340,-18354.779599999973,205,-16500.036314999994,210
LAURUSLABS-ZYDUSLIFE,-9287.318700000069,323,-4038.845824999954,179,-4097.969399999985,181
JIOFIN-TATAPOWER,-19490.358594999925,255,-15808.305540000032,177,-13508.993955000014,183
ABCAPITAL-BANKINDIA,-17057.114624999973,266,-6164.912625000012,179,-13564.570800000023,179
DLF-RVNL,-14267.669150000027,339,-18166.268674999934,199,-17849.207399999945,202
RECLTD-UNIONBANK,-19165.158675000108,312,-13084.216749999974,190,-12588.016924999929,193
CGPOWER-NBCC,-23412.87117499992,365,-17398.66462499991,187,-15375.426324999953,197
LTM-OFSS,-13385.514950000044,446,-8471.97920000001,198,-8209.682800000084,230
LUPIN-ZYDUSLIFE,-13012.241700000039,351,-5070.694250000051,202,-8640.020849999975,205
IREDA-JWL,-13409.518980000028,264,-7736.958834999927,204,-13473.066979999916,205
ADANIGREEN-ATGL,-25044.529525000107,383,-31525.341650000002,223,-31439.990724999985,225
HCLTECH-OFSS,-19780.91429999987,429,-5021.08504999993,214,-6523.079349999902,243
BDL-BHEL,-18083.521199999886,289,-18588.096400000024,175,-18449.504949999973,172
ABCAPITAL-CANBK,-2736.286025000114,256,6868.428099999994,199,4260.356850000042,195
IRFC-NHPC,-29892.064879999984,375,-17160.142324999957,186,-12628.19824999998,200
BSE-IREDA,-26247.865149999987,225,-15728.21060000001,172,-11789.014899999966,178
ABCAPITAL-RECLTD,-9633.689050000097,257,-5249.671100000011,189,-6036.535600000028,189
JINDALSTEL-VEDL,-17962.087649999783,509,-29561.80499999991,175,-19805.966749999985,217
PHOENIXLTD-PRESTIGE,-2127.2235500000324,466,14776.508350000066,213,16718.71605000003,221
COCHINSHIP-IRCON,429.2476000000879,301,5677.801000000023,204,4224.094850000012,202
CANBK-NBCC,-26598.249060000016,336,-17371.929240000085,186,-14576.677675000028,191
BANKINDIA-NBCC,-18844.172460000038,365,-15140.67210999996,173,-13013.210614999918,174
CDSL-PFC,-22803.423599999922,348,-22604.722849999984,183,-20490.764100000022,186
IRFC-SJVN,-14818.136959999969,256,-22386.29455500002,187,-16957.50086499997,206
LICHSGFIN-RECLTD,-11281.999100000008,289,-9363.944675000037,188,-10340.038225000028,194
BANKINDIA-IRFC,-18883.050670000022,309,-14001.155405000036,180,-18161.998155000045,184
CDSL-HUDCO,-18369.02494999999,267,-1767.7750499999293,200,-662.0930999999018,205
BEL-IRFC,-17242.840775,342,-7722.402175000015,204,-7099.91789999998,211
INOXWIND-IRCON,-18869.973665000012,283,-13597.536985000024,198,-15063.77296000005,202
MANAPPURAM-MUTHOOTFIN,-17866.239775000045,385,-6872.215175000052,208,-5221.339900000092,211
ADANIGREEN-AMBUJACEM,-19184.208199999994,475,-15438.523899999938,204,-16801.193349999932,203
BANDHANBNK-BANKINDIA,-20079.22549499999,255,-26575.248374999977,180,-24647.533320000017,179
BAJFINANCE-JIOFIN,-23822.98252500005,509,-13407.728375000013,193,-8047.474325000005,207
MARUTI-TMPV,-7988.522499999988,292,-2636.858999999993,186,183.8775000000096,193
COFORGE-TATATECH,-16499.131499999945,350,-22464.194499999958,170,-21391.283399999957,177
BANKINDIA-JIOFIN,-27479.576909999974,493,-14979.722830000028,191,-15373.331810000072,199
JIOFIN-PNB,-13448.654890000049,262,-5963.98807000001,184,-5141.803165000041,187
CGPOWER-HAL,-4711.773399999942,280,-4450.092024999967,180,-4633.056799999931,198
ADANIPORTS-JIOFIN,-33451.713199999984,511,-12583.238450000017,189,-14763.646099999962,214
LTF-SHRIRAMFIN,-14718.508105000092,425,-763.1649200000393,198,-2920.4992350001176,243
ANGELONE-IREDA,-34993.61954000006,237,-16727.81228500008,179,-22199.253050000105,184
CONCOR-IREDA,1893.2011749999856,290,2674.774999999987,212,1285.5910999999614,210
PNB-RBLBANK,-15755.831380000025,301,-13210.894185000016,180,-16519.779995000095,193
MAZDOCK-RECLTD,-20418.60904999997,258,-22773.050899999944,185,-21014.18019999993,189
CGPOWER-RVNL,-15854.976174999947,322,-13157.736399999958,187,-12827.289649999962,188
LTM-TATAELXSI,-16444.880249999977,409,-18224.707800000037,207,-17986.41880000002,248
COCHINSHIP-ZENTEC,-34897.15185000001,321,-21775.464549999928,206,-22647.719899999953,219
BHARATFORG-MOTHERSON,-15363.490649999938,371,4588.955150000056,197,2249.982050000046,193
GLENMARK-LAURUSLABS,-16977.12869999993,401,-10487.697200000024,208,-10845.231400000022,232
NBCC-TITAGARH,-22552.258044999995,301,-14925.960050000036,200,-15441.166309999993,201
HEROMOTOCO-MOTHERSON,-11458.364500000016,339,-9608.05325,182,-12983.033499999996,191
JIOFIN-LTF,-21995.309394999967,306,-16911.583660000015,190,-14408.079339999958,195
INFY-TATAELXSI,-24232.904249999883,350,-18836.26959999997,191,-20662.94659999998,196
AUROPHARMA-LUPIN,-16283.306799999853,492,-2715.859299999933,215,-4076.8832999999813,223
BEL-SOLARINDS,-12154.711600000006,312,-12887.79445,196,-9253.970625000065,210
LODHA-PHOENIXLTD,-12460.14737499998,424,-11811.139724999979,199,-12998.020425000093,224
HINDCOPPER-VEDL,-16680.32367499985,467,-15826.235049999945,192,-16322.617599999943,195
CGPOWER-MAZDOCK,2920.259024999972,281,8074.26192500001,191,5697.313724999993,190
JIOFIN-RELIANCE,-24529.87584000002,412,-16544.228054999956,205,-17356.691205000014,211
HAL-IREDA,-17424.706499999997,247,-6463.770600000051,176,-7427.005900000082,175
CDSL-TATAPOWER,-13726.32049999992,271,-13562.157299999948,176,-16148.879749999918,182
IRCTC-RVNL,-7059.078149999967,358,-12985.428699999873,215,-11205.654024999953,221
HEROMOTOCO-TMPV,-15212.389750000011,300,-6225.567499999999,192,-6743.804750000006,190
UNIONBANK-YESBANK,-19566.997689999982,342,-21817.644244999952,184,-21353.97796999992,187
CDSL-LTF,-13210.82439999995,310,-2778.4381500000027,189,-3558.662849999965,192
CHOLAFIN-SHRIRAMFIN,-8824.204899999924,448,4438.165900000065,208,2545.7159000000574,209
COCHINSHIP-IRFC,-16124.772649999923,355,-2699.55204999991,206,-874.6365999999325,211
BSE-JIOFIN,-39161.56469999997,469,-8379.738650000025,193,-3755.177400000013,206
CDSL-SUZLON,-10359.406649999923,332,-7356.113549999973,192,-5081.244300000031,199
BANKBARODA-MAHABANK,-20184.252919999966,541,-7789.930545000013,210,-10515.936855000013,240
DLF-PFC,-13476.14544999998,355,-23782.93885,183,-21354.78059999998,190
CAMS-IREDA,-1044.305064999984,263,-4511.812204999999,179,-4156.0322800000085,181
GLENMARK-ZYDUSLIFE,-13499.128849999914,359,-10501.862550000009,196,-15682.294650000013,204
BDL-ZENTEC,-27805.688299999932,339,-21433.56765000001,192,-22394.748900000006,192
ABCAPITAL-CDSL,-19480.62730000005,425,296.6369499999528,210,-6475.015150000021,232
CDSL-HDFCAMC,-23098.39620000001,323,-15805.348049999979,182,-11524.818700000025,198
JIOFIN-TMPV,-11198.538660000062,285,-15096.880150000006,173,-16397.49274999999,172
BHEL-RVNL,-28203.350929999993,313,-25437.67556499996,189,-25304.149704999996,191
BDL-IRCON,-16341.975500000004,285,-212.145549999972,201,3628.678249999979,202
DIXON-KALYANKJIL,-30868.357249999994,370,-10449.58175,181,-11562.06475,180
ADANIENT-NBCC,-20717.676649999892,377,-23930.24439999998,174,-23043.568449999988,203
BANKINDIA-IDBI,-20391.703734999854,328,-24658.61531499999,191,-21438.043675000015,202
LTF-RECLTD,-19816.356304999994,260,-6458.116400000093,186,-8760.011590000064,181
HUDCO-INOXWIND,-20249.212219999976,474,-11108.993950000035,202,-12586.37902000001,204
BEML-IRCON,3579.579900000059,327,6261.275399999966,233,7257.961950000037,241
BANKINDIA-LTF,-15583.075144999964,306,-5136.107545,197,-10056.350545000012,200
CANBK-IRFC,-26728.68011500009,317,-16640.288600000014,181,-18594.898015000017,184
IOB-MAHABANK,-13008.913835000036,579,-10184.023365000074,215,-12244.414505000084,327
IDFCFIRSTB-PNB,-5189.308870000047,247,2154.397834999987,191,3353.221009999974,193
BDL-JIOFIN,-39559.84009999996,524,-16420.267050000002,189,-17135.25334999997,191
CANBK-LTF,-16135.806915000052,313,-9795.536315000023,205,-10667.389189999994,207
HAL-IRFC,-18746.80535000004,358,-1899.6396000000568,182,-6348.974050000059,194
HCLTECH-TATAELXSI,-16210.371199999958,398,-5710.504449999912,203,-6383.36814999994,216
JSWENERGY-NHPC,-17035.48125000007,387,-18307.701825000076,184,-17057.24242500004,192
INDHOTEL-JIOFIN,-14658.615199999884,577,-3953.5062499999003,242,-5929.985424999945,262
BEL-JIOFIN,-27060.622975000086,522,-14110.9111,185,-13300.947049999982,190
CANBK-IDFCFIRSTB,-30657.655590000122,363,-28068.222240000054,173,-23357.8806850001,205
ADANIENSOL-JSWENERGY,-23004.367025000043,238,-29079.49742500003,175,-27190.85885000002,175
AUROPHARMA-ZYDUSLIFE,-8017.11634999984,349,-10297.362350000009,195,-11068.627450000015,198
GRSE-NBCC,-24949.797099999923,358,-2304.25824999993,192,-6003.016699999933,194
JWL-MAZDOCK,-16603.234409999885,308,-11717.378504999966,193,-7770.862580000009,216
ABCAPITAL-PFC,-20725.659225000036,368,-14131.663174999925,190,-12905.181699999977,198
BANKBARODA-PFC,-10647.633845000084,365,-11861.417984999985,178,-10907.175525000048,193
JWL-RITES,-5181.572024999918,360,7185.6672499999295,243,7088.431454999893,258
KPITTECH-TCS,-15176.30297499999,429,4969.441900000016,197,4005.650725000014,195
IREDA-JSWENERGY,-18926.573539999983,259,-8079.648915000043,202,-8340.731545000035,202
DIVISLAB-LAURUSLABS,-20122.29425,398,-3860.0277499999956,202,-7423.921999999997,227
GMRAIRPORT-NBCC,-13503.06256500018,368,-16528.142545000024,190,-19326.65533500007,211
JIOFIN-LT,-11068.106834999973,317,-18027.36342,190,-21197.154545000005,190
EXIDEIND-IREDA,-14236.56447500004,281,-14832.753475000029,196,-12578.97085000005,197
GRSE-IRCON,-1365.9114499999505,292,-1971.1437500000284,200,-1403.7738500000596,203
DLF-MAZDOCK,-10709.87894999998,283,-8822.637549999963,188,-9152.929100000014,190
BHEL-IRFC,-19957.889460000057,358,-21041.358224999964,187,-24257.00082999999,189
CGPOWER-IREDA,-13651.993324999987,278,-4143.161724999974,186,-5425.318499999895,196
GODREJPROP-IRFC,-17226.861899999913,345,-12069.301649999998,189,-12986.61010000002,189
ADANIPOWER-ATGL,-9452.913215000068,362,-7125.422880000098,220,-7391.344185000102,229
INDHOTEL-IREDA,-5168.534974999935,265,82.32120000012037,181,-1449.90452499994,182
CANBK-FEDERALBNK,-31148.020605000023,452,-14035.406905000018,183,-12610.503140000063,187
BIOCON-LAURUSLABS,-16994.972625000133,425,-14957.617149999985,191,-16186.05179999999,194
EXIDEIND-NBCC,-18655.6997500001,409,-16281.665075000052,207,-17691.809800000065,207
GRSE-IRFC,-10303.778799999869,353,4828.536450000023,216,-1293.116750000032,216
HINDZINC-JINDALSTEL,-17751.56864999994,305,-21465.409950000052,162,-16655.17987500003,175
AMBUJACEM-ULTRACEMCO,-20029.332549999992,508,-1635.111399999887,240,-288.27144999986194,249
BANKBARODA-IREDA,-8145.192890000015,246,-11309.13559499999,180,-9787.93696999993,182
ADANIPORTS-GMRAIRPORT,-17093.804699999942,262,-13968.813499999986,185,-13930.008049999993,185
LODHA-NBCC,3496.3094749999946,391,-11010.721950000041,178,-5765.375724999999,181
ABCAPITAL-IRFC,-13734.507374999994,342,-10773.596175000006,193,-10306.876049999995,193
ABCAPITAL-PNB,-12113.352174999989,231,-6004.822100000011,180,-3791.940600000031,183
