symbol_a,symbol_b,pearson_rho
CHOICEIN,TATAINVEST,0.141963
APARINDS,ARE&M,0.14196
GICRE,UCOBANK,0.14196
CGPOWER,CUB,0.141958
ABFRL,JPPOWER,0.141956
ELGIEQUIP,IGL,0.141953
FINCABLES,OFSS,0.141951
CROMPTON,ICICIBANK,0.141951
NATIONALUM,SWIGGY,0.14195
CUMMINSIND,IDEA,0.141949
HINDPETRO,PAGEIND,0.141948
FACT,INDHOTEL,0.141945
APARINDS,GRAPHITE,0.141945
ELGIEQUIP,TIINDIA,0.141943
BANKINDIA,DEVYANI,0.141941
CHOICEIN,LICI,0.141941
PFC,TATACAP,0.141939
BPCL,DEEPAKFERT,0.141935
DEEPAKNTR,TATATECH,0.141933
JSWENERGY,TORNTPHARM,0.141932
ASIANPAINT,SBICARD,0.141929
IGL,MANAPPURAM,0.141929
IIFL,TRENT,0.141929
PETRONET,SWANCORP,0.141929
ARE&M,BSOFT,0.141927
ABFRL,DATAPATTNS,0.141927
MOTILALOFS,PIIND,0.141926
DABUR,JMFINANCIL,0.141924
BLS,GODFRYPHLP,0.141924
ABREL,NSLNISP,0.141921
MANKIND,PAGEIND,0.141919
HINDUNILVR,INDIGO,0.141918
MANAPPURAM,REDINGTON,0.141917
TITAGARH,UTIAMC,0.141916
BPCL,CYIENT,0.14191
FSL,IFCI,0.141908
LTM,M&M,0.141907
HINDALCO,SYRMA,0.141906
JBCHEPHARM,SYNGENE,0.141906
SHREECEM,YESBANK,0.141904
ADANIPOWER,TRIDENT,0.141903
NIACL,PGEL,0.141901
KPRMILL,RPOWER,0.1419
CYIENT,PCBL,0.141899
IOB,LTM,0.141898
BANDHANBNK,NESTLEIND,0.141897
ADANIPOWER,SONATSOFTW,0.141897
AXISBANK,GMDCLTD,0.141895
INTELLECT,IOB,0.141895
MAZDOCK,PWL,0.141892
BSE,ITI,0.141889
BAJFINANCE,PCBL,0.141888
KEC,UTIAMC,0.141886
JPPOWER,OLAELEC,0.141885
KOTAKBANK,SIEMENS,0.141882
AUROPHARMA,TITAN,0.141877
GRAPHITE,TORNTPOWER,0.141877
M&M,ZENTEC,0.141874
ABCAPITAL,TATACAP,0.141872
EIDPARRY,SOLARINDS,0.141871
CGPOWER,HCLTECH,0.141864
BIOCON,MRPL,0.141863
ABFRL,BHARATFORG,0.141862
HEG,MARUTI,0.141861
GRSE,MAPMYINDIA,0.141856
KEC,TORNTPOWER,0.141854
GODREJCP,PIIND,0.141853
GESHIP,GMRAIRPORT,0.141848
ELECON,HFCL,0.141845
OFSS,PARADEEP,0.141839
ASIANPAINT,KFINTECH,0.141833
BAJAJFINSV,SYRMA,0.14183
CRISIL,JIOFIN,0.141829
ACC,NAM-INDIA,0.141827
COCHINSHIP,ENDURANCE,0.141827
JSWCEMENT,UCOBANK,0.141824
ABFRL,JINDALSAW,0.141823
HINDALCO,ITC,0.141822
AARTIIND,LAURUSLABS,0.141822
IREDA,THERMAX,0.141817
ABB,PCBL,0.141817
COALINDIA,PGEL,0.141815
ASTRAL,HDFCBANK,0.141815
BIOCON,GRAPHITE,0.141811
ALKEM,TITAGARH,0.141811
NATCOPHARM,UCOBANK,0.141807
GMDCLTD,JUBLFOOD,0.141806
ADANIENSOL,GODREJCP,0.141806
AARTIIND,SONATSOFTW,0.141806
ENDURANCE,SJVN,0.141805
AMBER,LLOYDSME,0.141805
BELRISE,IGL,0.141805
ENGINERSIN,SAGILITY,0.141801
MOTILALOFS,SAGILITY,0.141801
ICICIBANK,TITAGARH,0.141801
CHENNPETRO,ZENTEC,0.141799
LTTS,ZENSARTECH,0.141797
AXISBANK,IRB,0.141796
JINDALSAW,NTPC,0.141796
DIXON,TORNTPHARM,0.141795
AMBER,CESC,0.141793
BSOFT,CAMS,0.141793
ASHOKLEY,CESC,0.14179
HFCL,PCBL,0.141788
CRAFTSMAN,NBCC,0.141787
AJANTPHARM,BIOCON,0.141787
CDSL,GICRE,0.141785
GMDCLTD,KARURVYSYA,0.141782
HFCL,NUVAMA,0.141779
ACE,INDIANB,0.141775
PARADEEP,VBL,0.141774
MAXHEALTH,POWERINDIA,0.141772
CENTRALBK,KPIL,0.141772
BANKINDIA,TATACHEM,0.141772
AJANTPHARM,IREDA,0.141772
INOXWIND,KAJARIACER,0.141769
AWL,FINCABLES,0.141767
MAPMYINDIA,NEWGEN,0.141764
CAMS,JBCHEPHARM,0.141763
BLUESTARCO,IGL,0.141758
ARE&M,CHOICEIN,0.141755
ARE&M,NIACL,0.141752
CHOLAFIN,TECHM,0.141738
OLECTRA,WHIRLPOOL,0.141738
GMRAIRPORT,LATENTVIEW,0.141737
BALRAMCHIN,INOXWIND,0.141735
ITCHOTELS,NIACL,0.141734
ADANIPOWER,LLOYDSME,0.141734
JBMA,JSL,0.141734
ABDL,IRCTC,0.141732
HEROMOTOCO,NATCOPHARM,0.14173
GESHIP,NMDC,0.141728
AXISBANK,BLUESTARCO,0.141727
BLS,LICI,0.141723
DIXON,ENRIN,0.141723
ICICIPRULI,TORNTPHARM,0.141718
CYIENT,NUVAMA,0.141718
PHOENIXLTD,TECHNOE,0.141718
CEATLTD,YESBANK,0.141717
ATGL,KAYNES,0.141717
CEMPRO,ELGIEQUIP,0.141716
BATAINDIA,RECLTD,0.141714
ACC,MARICO,0.141713
CEMPRO,VOLTAS,0.141712
ECLERX,SUZLON,0.14171
APLAPOLLO,ITCHOTELS,0.141708
EICHERMOT,GRAPHITE,0.141707
CHOLAFIN,IGL,0.141706
ENGINERSIN,GLENMARK,0.141705
JBCHEPHARM,RECLTD,0.141703
CENTRALBK,MINDACORP,0.141701
BANKBARODA,LTFOODS,0.1417
BIOCON,NETWEB,0.141699
PATANJALI,SBIN,0.141696
ICICIPRULI,PERSISTENT,0.141696
APOLLOHOSP,BAJAJHFL,0.141695
LTM,MAHABANK,0.141695
COCHINSHIP,RHIM,0.141693
MRPL,PCBL,0.141692
APLAPOLLO,MANKIND,0.141692
BALRAMCHIN,HUDCO,0.141691
COALINDIA,JWL,0.141685
INDIGO,SYRMA,0.141684
ALKEM,CHOLAFIN,0.141683
ASHOKLEY,NEWGEN,0.141683
FSL,IEX,0.141683
MSUMI,TRENT,0.141682
CHAMBLFERT,TVSMOTOR,0.141679
CYIENT,JSWSTEEL,0.141675
LT,SAMMAANCAP,0.141674
IEX,SBILIFE,0.141674
KIRLOSENG,PFC,0.141672
GICRE,INDIANB,0.14167
HEG,MSUMI,0.141669
RKFORGE,TATAPOWER,0.141667
BAJAJHLDNG,RPOWER,0.141666
BHARTIARTL,TITAGARH,0.141666
DABUR,HEG,0.141665
M&MFIN,TATAELXSI,0.141663
DEEPAKFERT,MRPL,0.141658
BIOCON,HDFCBANK,0.141656
GRANULES,JWL,0.141654
ASIANPAINT,MPHASIS,0.141653
HUDCO,NAVA,0.141652
SUNPHARMA,TECHM,0.14165
ELGIEQUIP,KEI,0.141649
BATAINDIA,UCOBANK,0.141648
AAVAS,IREDA,0.141646
IDBI,POLICYBZR,0.141645
COCHINSHIP,UTIAMC,0.141643
AWL,JKTYRE,0.141638
AUBANK,DMART,0.141638
ABFRL,SWANCORP,0.141636
MOTILALOFS,TEJASNET,0.141635
ABDL,TITAGARH,0.141634
JBCHEPHARM,TATAPOWER,0.141633
ENRIN,IOC,0.141633
BRITANNIA,RITES,0.14163
ACE,MAHABANK,0.141629
M&MFIN,RELIANCE,0.141627
BRITANNIA,DELHIVERY,0.141626
LODHA,MSUMI,0.141625
JPPOWER,SAGILITY,0.141624
DEEPAKFERT,SBIN,0.141623
NIACL,TATASTEEL,0.141622
ENRIN,UNIONBANK,0.141621
FACT,GPIL,0.141619
HINDZINC,INDIGO,0.141619
SARDAEN,VOLTAS,0.141619
AFCONS,TATAPOWER,0.141618
ELECON,SONACOMS,0.141617
CYIENT,SIEMENS,0.141617
EICHERMOT,SCI,0.141614
NAM-INDIA,PPLPHARMA,0.141613
INDIANB,ZENSARTECH,0.141612
ABDL,HBLENGINE,0.141611
SBIN,SONATSOFTW,0.141604
BAJAJHFL,DALBHARAT,0.141602
ICICIPRULI,NTPC,0.141602
GICRE,HUDCO,0.141601
FIVESTAR,RAILTEL,0.141597
ABFRL,SOLARINDS,0.141597
IOC,NEWGEN,0.141597
ABLBL,BDL,0.141593
CROMPTON,LTTS,0.141593
GPIL,SWIGGY,0.141592
J&KBANK,MARICO,0.141591
AARTIIND,SONACOMS,0.14159
AARTIIND,KFINTECH,0.141587
IDFCFIRSTB,REDINGTON,0.141587
BSE,GABRIEL,0.141587
BANKINDIA,NAVA,0.141585
ASIANPAINT,JMFINANCIL,0.141583
MINDACORP,SJVN,0.141583
BDL,WHIRLPOOL,0.141583
HINDALCO,IOB,0.141581
BATAINDIA,ZEEL,0.141581
CONCOR,HINDUNILVR,0.141579
KEI,NESTLEIND,0.141577
BDL,TATACAP,0.141577
JSWSTEEL,NATCOPHARM,0.141575
FINCABLES,WAAREEENER,0.141572
APARINDS,KALYANKJIL,0.141566
APARINDS,LTF,0.141564
COCHINSHIP,HCLTECH,0.141564
SONACOMS,VMM,0.141562
IDBI,SAMMAANCAP,0.141561
EICHERMOT,TARIL,0.141558
HCLTECH,LICHSGFIN,0.141556
OLAELEC,PRESTIGE,0.141555
ADANIGREEN,FACT,0.141555
ADANIENT,SYNGENE,0.141554
HAVELLS,MRPL,0.141551
GODREJCP,LICI,0.14155
BOSCHLTD,SWIGGY,0.141549
GRASIM,NAUKRI,0.141545
CHAMBLFERT,SONACOMS,0.141541
HDBFS,JIOFIN,0.14154
AARTIIND,POLYCAB,0.141538
ABFRL,HFCL,0.141536
AWL,WELSPUNLIV,0.141535
GODFRYPHLP,MARICO,0.141532
IFCI,MPHASIS,0.141531
CLEAN,FINCABLES,0.141527
CYIENT,SYRMA,0.141527
BAJFINANCE,VMM,0.141526
JMFINANCIL,RHIM,0.141523
GLENMARK,ZEEL,0.141516
AARTIIND,BANKBARODA,0.141514
DMART,POWERINDIA,0.141512
BIOCON,GODREJCP,0.14151
ARE&M,SUPREMEIND,0.141509
DEEPAKNTR,NSLNISP,0.141508
CHENNPETRO,SBIN,0.141508
INTELLECT,OBEROIRLTY,0.141508
GRSE,MGL,0.141506
FORTIS,JSWINFRA,0.141504
GESHIP,HINDPETRO,0.141503
FSL,VOLTAS,0.141499
APARINDS,BELRISE,0.141498
GRAVITA,MMTC,0.141497
FINCABLES,SWIGGY,0.141495
LAURUSLABS,MSUMI,0.141492
CROMPTON,WOCKPHARMA,0.14149
DIVISLAB,GMDCLTD,0.141487
JSWSTEEL,NETWEB,0.141483
GODREJCP,TATASTEEL,0.141482
CYIENT,REDINGTON,0.14148
GODFRYPHLP,NEWGEN,0.14148
BELRISE,LLOYDSME,0.141479
HFCL,NATIONALUM,0.141478
IGL,MMTC,0.141478
DEEPAKNTR,KEC,0.141478
HDFCAMC,SYNGENE,0.141476
JBMA,TATACHEM,0.141474
IDFCFIRSTB,JSWINFRA,0.141473
ARE&M,EIDPARRY,0.141472
ENGINERSIN,HINDCOPPER,0.141471
BPCL,NESTLEIND,0.141471
HFCL,MOTILALOFS,0.141465
BAJAJ-AUTO,JINDALSAW,0.141464
MAPMYINDIA,UCOBANK,0.141464
DELHIVERY,LLOYDSME,0.141461
ELGIEQUIP,MANAPPURAM,0.14146
BRIGADE,HAL,0.141459
DRREDDY,UNOMINDA,0.141459
CHENNPETRO,TATATECH,0.141458
PIIND,WIPRO,0.141457
IDEA,MCX,0.141456
GMDCLTD,M&MFIN,0.141455
IGL,INDUSTOWER,0.141455
ATGL,M&M,0.141455
BLS,SHRIRAMFIN,0.141449
FSL,UNIONBANK,0.141444
ATGL,BHARATFORG,0.141443
INDUSINDBK,ITC,0.141443
ESCORTS,SOLARINDS,0.141442
BERGEPAINT,JIOFIN,0.141441
KEC,PHOENIXLTD,0.14144
CGPOWER,RRKABEL,0.141439
JSL,SCI,0.141438
COFORGE,OLECTRA,0.141437
MPHASIS,PREMIERENE,0.141434
COFORGE,DATAPATTNS,0.141434
ADANIENSOL,ITI,0.141434
JKTYRE,USHAMART,0.141433
TATACOMM,TATAPOWER,0.141432
SBILIFE,TIINDIA,0.141424
GODREJPROP,LTFOODS,0.141424
KAYNES,WOCKPHARMA,0.141423
DEEPAKNTR,J&KBANK,0.141422
APARINDS,CENTRALBK,0.141421
CHENNPETRO,CONCOR,0.141406
JSL,TVSMOTOR,0.141406
HINDUNILVR,TECHM,0.141405
GABRIEL,UNIONBANK,0.141405
GODREJCP,LUPIN,0.141402
ACE,KEI,0.141402
AFFLE,CONCOR,0.141402
IRCON,TORNTPHARM,0.141402
FORCEMOT,SONATSOFTW,0.141401
BHARTIARTL,NHPC,0.141401
GODREJCP,HDFCLIFE,0.1414
MAHABANK,MANKIND,0.1414
ATGL,HINDPETRO,0.1414
CAMS,GABRIEL,0.141399
FINCABLES,JINDALSTEL,0.141399
ABFRL,LEMONTREE,0.141397
BSE,ITC,0.141395
FORCEMOT,PCBL,0.141395
JKTYRE,UNITDSPR,0.141394
JBMA,TMCV,0.141394
CYIENT,TRIDENT,0.141393
PCBL,WAAREEENER,0.141391
ABCAPITAL,MGL,0.141389
IOC,KARURVYSYA,0.141385
HDFCLIFE,SHREECEM,0.141385
IRFC,LGEINDIA,0.141383
NIACL,ZENTEC,0.141381
360ONE,TATACONSUM,0.14138
MANAPPURAM,TRIDENT,0.141374
NCC,NH,0.141374
ANGELONE,LATENTVIEW,0.141372
NEWGEN,SOLARINDS,0.141372
ASIANPAINT,PATANJALI,0.14137
COROMANDEL,IRFC,0.141366
CUB,INDHOTEL,0.141365
RITES,SBFC,0.14136
JSWENERGY,TEJASNET,0.141356
LICHSGFIN,ZENSARTECH,0.141351
J&KBANK,RKFORGE,0.141351
ABDL,JIOFIN,0.141348
GAIL,TECHM,0.141346
ABFRL,ACE,0.141345
FSL,INDHOTEL,0.141345
HDFCLIFE,UCOBANK,0.141344
HCLTECH,KAYNES,0.141343
GLENMARK,WIPRO,0.141341
JINDALSTEL,NESTLEIND,0.141339
ECLERX,J&KBANK,0.141339
BDL,CUB,0.141337
ACC,BELRISE,0.141336
NESTLEIND,PNBHOUSING,0.141333
ADANIENSOL,MSUMI,0.141329
BATAINDIA,TMPV,0.141328
ECLERX,ZENSARTECH,0.141327
ASIANPAINT,PHOENIXLTD,0.141327
MRPL,NETWEB,0.141325
TORNTPOWER,ZEEL,0.141325
AUBANK,SYRMA,0.141324
MARUTI,MPHASIS,0.141324
FACT,HAL,0.141323
EXIDEIND,RKFORGE,0.141321
J&KBANK,TATACONSUM,0.14132
ICICIBANK,WAAREEENER,0.141316
ENGINERSIN,ENRIN,0.141316
BRITANNIA,HDFCLIFE,0.141312
ANGELONE,FSL,0.141311
DELHIVERY,DRREDDY,0.141311
IFCI,KOTAKBANK,0.14131
HEG,NATCOPHARM,0.141309
FEDERALBNK,PARADEEP,0.141308
JSWINFRA,SWIGGY,0.141308
ANGELONE,UTIAMC,0.141308
FACT,GMRAIRPORT,0.141306
OBEROIRLTY,SAGILITY,0.141304
KPITTECH,TRIDENT,0.141303
ACMESOLAR,JIOFIN,0.141302
SAGILITY,SYRMA,0.141301
ACC,DMART,0.141301
FORCEMOT,WAAREEENER,0.141296
SUZLON,USHAMART,0.141296
CENTRALBK,FIVESTAR,0.141296
BPCL,SWANCORP,0.141295
KOTAKBANK,UNOMINDA,0.141294
360ONE,SCI,0.141292
KPITTECH,SWANCORP,0.141292
JKTYRE,MCX,0.141292
DALBHARAT,TORNTPOWER,0.141291
HBLENGINE,LTTS,0.14129
NLCINDIA,VBL,0.141289
CGCL,RITES,0.141288
BANKBARODA,WOCKPHARMA,0.141286
PGEL,POONAWALLA,0.141285
SYRMA,TATACONSUM,0.141274
IOB,VMM,0.141274
HDFCBANK,SWIGGY,0.14127
FIRSTCRY,JIOFIN,0.141266
TTML,YESBANK,0.141266
ECLERX,RPOWER,0.141261
GESHIP,NCC,0.141258
MAXHEALTH,PIIND,0.141256
ADANIGREEN,JSWCEMENT,0.141256
HDFCAMC,JINDALSAW,0.141251
FACT,ZEEL,0.14125
MAHABANK,TMCV,0.14125
MSUMI,TATAELXSI,0.141249
ITC,PAYTM,0.141248
NETWEB,UNOMINDA,0.141247
NSLNISP,SWIGGY,0.141242
GLAXO,IREDA,0.141239
ELGIEQUIP,INTELLECT,0.141237
AWL,PCBL,0.141236
OIL,TATAELXSI,0.141233
UCOBANK,USHAMART,0.141231
AMBER,COALINDIA,0.141229
KAJARIACER,SJVN,0.141228
BPCL,JPPOWER,0.141228
CHALET,RAILTEL,0.141228
BAJAJFINSV,GODREJCP,0.141228
CASTROLIND,CDSL,0.141226
AXISBANK,TIINDIA,0.141224
CESC,MOTILALOFS,0.141223
LTM,NUVAMA,0.141222
BHARTIARTL,SIEMENS,0.141221
BSOFT,UPL,0.141219
GABRIEL,IDBI,0.141218
SONATSOFTW,TTML,0.141213
HDBFS,SJVN,0.141213
CEATLTD,ENGINERSIN,0.141212
IIFL,M&M,0.14121
TECHM,TVSMOTOR,0.141209
JBMA,KIRLOSENG,0.141209
ATHERENERG,INOXWIND,0.141208
ELGIEQUIP,KPIL,0.141208
DIVISLAB,HINDZINC,0.141207
DALBHARAT,GPIL,0.141206
ABFRL,PNBHOUSING,0.141206
DIXON,WELCORP,0.141205
GMDCLTD,NEWGEN,0.141204
BPCL,MAXHEALTH,0.141203
DALBHARAT,PAGEIND,0.141203
BAJAJHLDNG,SIEMENS,0.141202
DEEPAKFERT,NETWEB,0.141196
HEG,NAVA,0.141196
MAHABANK,OIL,0.141194
CENTRALBK,LTTS,0.141194
KPIL,NCC,0.141191
MRPL,TVSMOTOR,0.141189
ACE,PETRONET,0.141189
MANAPPURAM,SONATSOFTW,0.141187
INOXWIND,THERMAX,0.141182
AARTIIND,UNIONBANK,0.141177
BLS,JYOTICNC,0.141177
CUMMINSIND,IIFL,0.141175
HINDCOPPER,IDFCFIRSTB,0.141174
KAYNES,SAGILITY,0.141174
BAJFINANCE,TATAINVEST,0.141172
IOB,SAMMAANCAP,0.14117
MOTILALOFS,NH,0.14117
BRITANNIA,TORNTPOWER,0.141168
ENGINERSIN,GRASIM,0.141167
EIDPARRY,HAVELLS,0.141167
JSL,SUPREMEIND,0.141166
IGL,ZENTEC,0.141166
PETRONET,WELSPUNLIV,0.141166
ITCHOTELS,OLAELEC,0.141164
HDBFS,INOXWIND,0.141161
CESC,JSWSTEEL,0.141161
IRCON,SIGNATURE,0.141157
MGL,TITAGARH,0.141156
ABDL,RPOWER,0.141153
BRIGADE,CROMPTON,0.141153
GRAPHITE,PREMIERENE,0.141149
OLECTRA,TMCV,0.141149
LTM,SIEMENS,0.141149
DIVISLAB,VEDL,0.141149
POLYMED,RPOWER,0.141148
NEWGEN,PAYTM,0.141148
BLS,SONACOMS,0.141147
PPLPHARMA,SHREECEM,0.141146
COROMANDEL,UPL,0.141141
NETWEB,WELSPUNLIV,0.141141
ALKEM,TORNTPOWER,0.141137
PPLPHARMA,TECHM,0.141134
PATANJALI,POWERGRID,0.141133
JBMA,UNITDSPR,0.141133
BEL,BSOFT,0.141133
CESC,SYRMA,0.14113
GESHIP,JBMA,0.141129
BSE,NATCOPHARM,0.141129
CHENNPETRO,OBEROIRLTY,0.141128
TATAINVEST,TVSMOTOR,0.141128
BBTC,GRSE,0.141125
JYOTICNC,OBEROIRLTY,0.141123
MARUTI,ZEEL,0.141122
JSL,ZYDUSLIFE,0.141121
JMFINANCIL,UNITDSPR,0.14112
FORCEMOT,PRESTIGE,0.141114
IIFL,ZEEL,0.141114
BIOCON,PCBL,0.141114
GICRE,INOXWIND,0.141112
ADANIPORTS,CEMPRO,0.141111
ANANTRAJ,MARICO,0.141111
APOLLOTYRE,TATAPOWER,0.14111
PHOENIXLTD,VEDL,0.141109
IDEA,JMFINANCIL,0.141107
FORCEMOT,MANAPPURAM,0.141106
J&KBANK,PAGEIND,0.141104
MUTHOOTFIN,PAGEIND,0.141103
ACMESOLAR,HBLENGINE,0.141102
360ONE,PREMIERENE,0.141101
ADANIENSOL,NESTLEIND,0.1411
GESHIP,NHPC,0.141099
BAJAJHFL,SAIL,0.141097
ASIANPAINT,J&KBANK,0.141093
EIDPARRY,INDIANB,0.141092
HUDCO,TMCV,0.141091
HINDPETRO,TECHNOE,0.141091
DELHIVERY,NETWEB,0.141088
ABREL,CROMPTON,0.141085
ASIANPAINT,AUBANK,0.141085
BSOFT,WELSPUNLIV,0.141084
CROMPTON,HDFCBANK,0.141084
DEEPAKNTR,PCBL,0.141078
CROMPTON,NEWGEN,0.141078
ADANIGREEN,KIRLOSENG,0.141077
NLCINDIA,SARDAEN,0.141077
CROMPTON,HINDUNILVR,0.141076
EICHERMOT,GPIL,0.141075
EIDPARRY,MOTHERSON,0.141074
ADANIPOWER,TATAINVEST,0.141072
HINDCOPPER,NTPC,0.141069
JSWENERGY,POONAWALLA,0.141069
ITC,JSWENERGY,0.141068
CHOICEIN,LAURUSLABS,0.141062
GMRAIRPORT,KARURVYSYA,0.141057
HFCL,NYKAA,0.141055
MUTHOOTFIN,SCI,0.141053
HYUNDAI,LTF,0.141051
CEMPRO,TARIL,0.141049
SWIGGY,TEJASNET,0.141049
ESCORTS,GMRAIRPORT,0.141047
RECLTD,USHAMART,0.141045
SBICARD,SHREECEM,0.141044
IRCTC,MINDACORP,0.141043
JBMA,MINDACORP,0.141042
360ONE,ZENTEC,0.141042
CAPLIPOINT,PPLPHARMA,0.141036
LODHA,TECHM,0.141035
ASTRAL,TRIDENT,0.14103
BAJAJHFL,PIIND,0.141027
ABREL,TATASTEEL,0.141026
AWL,SWIGGY,0.141026
GICRE,SJVN,0.141024
CEATLTD,PGEL,0.141024
COLPAL,TECHM,0.141024
HDFCBANK,JBMA,0.141021
ADANIENSOL,TEJASNET,0.14102
CEATLTD,MMTC,0.141018
FORTIS,JINDALSAW,0.141017
HINDCOPPER,OIL,0.141017
COCHINSHIP,GRANULES,0.141016
PAGEIND,SWIGGY,0.141012
JKTYRE,PIIND,0.141011
CEATLTD,GPIL,0.141009
BALRAMCHIN,CDSL,0.141008
BELRISE,HFCL,0.141007
JKTYRE,SAGILITY,0.141006
BAJAJHLDNG,J&KBANK,0.141004
APTUS,LICHSGFIN,0.141004
BLS,ITCHOTELS,0.141003
FINCABLES,LAURUSLABS,0.141002
ADANIGREEN,GRANULES,0.141001
BHARTIARTL,GRSE,0.140999
HDFCAMC,LEMONTREE,0.140998
ABREL,LICI,0.140998
DALBHARAT,KOTAKBANK,0.140995
JPPOWER,LEMONTREE,0.140994
TATAPOWER,WHIRLPOOL,0.140986
OIL,PPLPHARMA,0.140986
CUB,RBLBANK,0.140986
ABREL,ADANIENSOL,0.140986
DRREDDY,ICICIPRULI,0.140985
HYUNDAI,IRCON,0.140984
BELRISE,HDFCLIFE,0.140982
INDHOTEL,SARDAEN,0.140982
ASHOKLEY,SUNPHARMA,0.14098
SAMMAANCAP,SBICARD,0.14098
TATAPOWER,UTIAMC,0.140978
CLEAN,TARIL,0.140977
ADANIPOWER,KPITTECH,0.140976
ACE,CHOICEIN,0.140975
M&MFIN,PETRONET,0.140971
MAXHEALTH,POLICYBZR,0.14097
AMBER,IIFL,0.14097
BLUESTARCO,CHAMBLFERT,0.14097
ETERNAL,HFCL,0.140968
IOB,LTFOODS,0.140967
ENRIN,TMPV,0.140967
GODREJCP,JSWENERGY,0.140966
MSUMI,PRESTIGE,0.140964
OIL,PNBHOUSING,0.140964
BOSCHLTD,COFORGE,0.140959
CHAMBLFERT,SUMICHEM,0.140958
EIDPARRY,IDBI,0.140957
EXIDEIND,JBCHEPHARM,0.140956
ABLBL,RECLTD,0.140956
EXIDEIND,WHIRLPOOL,0.140954
MANKIND,MFSL,0.140954
BHEL,TATACHEM,0.140953
BAJAJFINSV,TECHNOE,0.140952
JSWINFRA,PREMIERENE,0.14095
GESHIP,MAHABANK,0.14095
GAIL,OLAELEC,0.140944
GODFRYPHLP,TATAINVEST,0.140939
LTTS,PPLPHARMA,0.140936
IRFC,NUVOCO,0.140933
KPRMILL,RECLTD,0.140933
CHOLAFIN,HCLTECH,0.140932
IDFCFIRSTB,NEWGEN,0.140932
INDUSINDBK,SHREECEM,0.140931
OLAELEC,WELSPUNLIV,0.14093
BLUEJET,RAILTEL,0.140925
ITCHOTELS,TEJASNET,0.140924
ELGIEQUIP,PAYTM,0.140919
ADANIENT,NAVA,0.140913
ITC,UPL,0.140912
CUB,HUDCO,0.140912
APLAPOLLO,FORCEMOT,0.140911
IRCON,SUNPHARMA,0.140911
APARINDS,NHPC,0.140909
INDUSTOWER,MRPL,0.140904
PIIND,SCI,0.140903
BEML,SOBHA,0.140902
CROMPTON,ITC,0.140901
ARE&M,MANKIND,0.140896
DALBHARAT,WAAREEENER,0.140894
JKTYRE,VMM,0.140894
JSL,USHAMART,0.140894
NEWGEN,PNBHOUSING,0.140894
ICICIBANK,OBEROIRLTY,0.140892
CEATLTD,IOC,0.140888
CHAMBLFERT,LT,0.140887
IOC,NAM-INDIA,0.140886
IDEA,JUBLFOOD,0.140885
SCI,TRITURBINE,0.140884
APOLLOTYRE,BANKINDIA,0.140884
RELIANCE,TARIL,0.140882
OLECTRA,PIIND,0.140876
DMART,MAXHEALTH,0.140872
CHOLAFIN,TATAINVEST,0.140871
KIRLOSENG,NSLNISP,0.140871
LTFOODS,PGEL,0.14087
CYIENT,MAHABANK,0.140868
BANKBARODA,FSL,0.140867
LAURUSLABS,MMTC,0.140866
JWL,MARICO,0.140865
ASTRAL,BLS,0.140865
ADANIGREEN,KARURVYSYA,0.140857
COCHINSHIP,NH,0.140856
JBCHEPHARM,RVNL,0.140851
IGL,PHOENIXLTD,0.140851
ASHOKLEY,SARDAEN,0.140847
CHOICEIN,VOLTAS,0.140845
GABRIEL,LT,0.140844
ACC,TTML,0.140842
POWERGRID,ZENTEC,0.140842
DEEPAKFERT,INDUSINDBK,0.140842
APOLLOTYRE,GODREJPROP,0.140841
AXISBANK,DELHIVERY,0.14084
ADANIPOWER,MANKIND,0.14084
APARINDS,IFCI,0.140839
ELECON,FACT,0.140837
HCLTECH,VBL,0.140836
FORCEMOT,SUPREMEIND,0.140835
DEEPAKNTR,TECHNOE,0.140831
ASTRAL,KOTAKBANK,0.14083
ICICIBANK,TATATECH,0.140827
ADANIENT,NH,0.140827
IGL,LEMONTREE,0.140826
IFCI,KPIL,0.140823
FINCABLES,INDUSTOWER,0.140822
AARTIIND,JSWENERGY,0.140821
COALINDIA,PPLPHARMA,0.140821
DIVISLAB,ITCHOTELS,0.140818
OLECTRA,VEDL,0.140817
ICICIBANK,SIEMENS,0.140817
LICHSGFIN,LTFOODS,0.140815
SIGNATURE,SUZLON,0.140815
EMAMILTD,JIOFIN,0.140815
CDSL,INDIACEM,0.140814
PATANJALI,ULTRACEMCO,0.140812
APLAPOLLO,POLICYBZR,0.140807
BHARTIARTL,WAAREEENER,0.140805
KPRMILL,TRIDENT,0.140804
APTUS,GMRAIRPORT,0.140799
IRFC,JAINREC,0.140797
GESHIP,LT,0.140795
ELGIEQUIP,SUPREMEIND,0.140795
ELECON,GRAVITA,0.140787
GPIL,PIDILITIND,0.140787
NESTLEIND,PETRONET,0.140785
TRIDENT,UNOMINDA,0.140781
MSUMI,OBEROIRLTY,0.14078
HBLENGINE,TITAN,0.140779
ADANIENSOL,ALKEM,0.140779
ABCAPITAL,ESCORTS,0.140773
BHARTIARTL,CAMS,0.140772
REDINGTON,TRIDENT,0.140765
AIIL,HUDCO,0.140765
MUTHOOTFIN,SYRMA,0.140763
CHOLAFIN,JSL,0.140762
CIPLA,HCLTECH,0.140762
PARADEEP,TTML,0.140761
MARICO,RPOWER,0.14076
ADANIENT,GABRIEL,0.140759
