symbol_a,symbol_b,net_profit,win_rate,trade_count,max_drawdown,gross_profit,total_fees,exit_reasons
CANBK,RBLBANK,0.0,0.0,0,0.0,0.0,0.0,none
BHEL,SUZLON,0.0,0.0,0,0.0,0.0,0.0,none
PFC,PNB,0.0,0.0,0,0.0,0.0,0.0,none
LTM,OFSS,0.0,0.0,0,0.0,0.0,0.0,none
COCHINSHIP,IRCON,0.0,0.0,0,0.0,0.0,0.0,none
BANKINDIA,YESBANK,0.0,0.0,0,0.0,0.0,0.0,none
BHEL,NBCC,-375.05769992263845,0.0,1,0.0,-309.79649999999594,65.2611999226425,hl
IRFC,TATAPOWER,0.0,0.0,0,0.0,0.0,0.0,none
INOXWIND,IRCON,0.0,0.0,0,0.0,0.0,0.0,none
BHEL,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
ADANIGREEN,AMBUJACEM,0.0,0.0,0,0.0,0.0,0.0,none
LAURUSLABS,ZYDUSLIFE,0.0,0.0,0,0.0,0.0,0.0,none
PHOENIXLTD,PRESTIGE,0.0,0.0,0,0.0,0.0,0.0,none
HINDCOPPER,VEDL,0.0,0.0,0,0.0,0.0,0.0,none
CGPOWER,NBCC,233.3483784000125,1.0,1,0.0,298.5570000000075,65.20862159999501,mr
MARUTI,TMPV,0.0,0.0,0,0.0,0.0,0.0,none
MAZDOCK,TITAGARH,0.0,0.0,0,0.0,0.0,0.0,none
PFC,RVNL,0.0,0.0,0,0.0,0.0,0.0,none
CANBK,YESBANK,0.0,0.0,0,0.0,0.0,0.0,none
CENTRALBK,UNIONBANK,0.0,0.0,0,0.0,0.0,0.0,none
ADANIGREEN,ATGL,0.0,0.0,0,0.0,0.0,0.0,none
HEROMOTOCO,MOTHERSON,0.0,0.0,0,0.0,0.0,0.0,none
HEROMOTOCO,TMPV,0.0,0.0,0,0.0,0.0,0.0,none
BDL,CDSL,0.0,0.0,0,0.0,0.0,0.0,none
COCHINSHIP,ZENTEC,0.0,0.0,0,0.0,0.0,0.0,none
ADANIPORTS,JIOFIN,0.0,0.0,0,0.0,0.0,0.0,none
IOC,PETRONET,0.0,0.0,0,0.0,0.0,0.0,none
IREDA,JWL,0.0,0.0,0,0.0,0.0,0.0,none
CDSL,INOXWIND,137.0985166106709,1.0,1,0.0,202.3660000000109,65.26748338933999,mr
CANBK,NBCC,0.0,0.0,0,0.0,0.0,0.0,none
BDL,ZENTEC,0.0,0.0,0,0.0,0.0,0.0,none
BSE,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
BAJFINANCE,JIOFIN,0.0,0.0,0,0.0,0.0,0.0,none
JIOFIN,RELIANCE,0.0,0.0,0,0.0,0.0,0.0,none
HCLTECH,OFSS,0.0,0.0,0,0.0,0.0,0.0,none
MANAPPURAM,MUTHOOTFIN,0.0,0.0,0,0.0,0.0,0.0,none
ABCAPITAL,BANKINDIA,0.0,0.0,0,0.0,0.0,0.0,none
GMRAIRPORT,NBCC,0.0,0.0,0,0.0,0.0,0.0,none
DLF,RVNL,0.0,0.0,0,0.0,0.0,0.0,none
BEL,IRFC,0.0,0.0,0,0.0,0.0,0.0,none
BANKINDIA,JIOFIN,0.0,0.0,0,0.0,0.0,0.0,none
HUDCO,PFC,0.0,0.0,0,0.0,0.0,0.0,none
BANKINDIA,NBCC,-1531.4010708053188,0.3076923076923077,13,1435.8066067644684,-681.8199749999217,849.5810958053971,mr
LICHSGFIN,RECLTD,0.0,0.0,0,0.0,0.0,0.0,none
IREDA,LTF,0.0,0.0,0,0.0,0.0,0.0,none
CDSL,KFINTECH,0.0,0.0,0,0.0,0.0,0.0,none
ABCAPITAL,CANBK,0.0,0.0,0,0.0,0.0,0.0,none
IRFC,NHPC,0.0,0.0,0,0.0,0.0,0.0,none
BSE,JIOFIN,0.0,0.0,0,0.0,0.0,0.0,none
PNB,RBLBANK,0.0,0.0,0,0.0,0.0,0.0,none
LTF,SHRIRAMFIN,-653.1717857713317,0.16666666666666666,6,664.76239467274,-261.214459999974,391.95732577135766,mr
JIOFIN,PNB,0.0,0.0,0,0.0,0.0,0.0,none
LUPIN,ZYDUSLIFE,0.0,0.0,0,0.0,0.0,0.0,none
BANDHANBNK,BANKINDIA,0.0,0.0,0,0.0,0.0,0.0,none
CGPOWER,HAL,0.0,0.0,0,0.0,0.0,0.0,none
JIOFIN,LT,0.0,0.0,0,0.0,0.0,0.0,none
BDL,IRCON,11.51350306434081,1.0,1,0.0,76.6602000000048,65.146696935664,mr
ABCAPITAL,RECLTD,0.0,0.0,0,0.0,0.0,0.0,none
INFY,TATAELXSI,0.0,0.0,0,0.0,0.0,0.0,none
LODHA,PHOENIXLTD,0.0,0.0,0,0.0,0.0,0.0,none
JIOFIN,TMPV,0.0,0.0,0,0.0,0.0,0.0,none
LTM,TATAELXSI,0.0,0.0,0,0.0,0.0,0.0,none
IRFC,SJVN,0.0,0.0,0,0.0,0.0,0.0,none
BDL,BHEL,0.0,0.0,0,0.0,0.0,0.0,none
COFORGE,TATATECH,196.76529159366672,1.0,1,0.0,262.1397750000077,65.374483406341,mr
RECLTD,UNIONBANK,0.0,0.0,0,0.0,0.0,0.0,none
BEML,IRCON,0.0,0.0,0,0.0,0.0,0.0,none
ADANIENT,NBCC,0.0,0.0,0,0.0,0.0,0.0,none
IREDA,KAYNES,-57.38657148611826,0.0,1,0.0,7.961249999998245,65.3478214861165,mr
COCHINSHIP,IRFC,0.0,0.0,0,0.0,0.0,0.0,none
HAL,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
BANKINDIA,IRFC,116.18522529506271,1.0,1,0.0,181.6038900000021,65.4186647049394,mr
MAZDOCK,RECLTD,0.0,0.0,0,0.0,0.0,0.0,none
BEL,JIOFIN,0.0,0.0,0,0.0,0.0,0.0,none
BHARATFORG,MOTHERSON,0.0,0.0,0,0.0,0.0,0.0,none
INDHOTEL,JIOFIN,0.0,0.0,0,0.0,0.0,0.0,none
JIOFIN,LTF,0.0,0.0,0,0.0,0.0,0.0,none
DIXON,KALYANKJIL,0.0,0.0,0,0.0,0.0,0.0,none
BDL,JIOFIN,0.0,0.0,0,0.0,0.0,0.0,none
BANKBARODA,MAHABANK,0.0,0.0,0,0.0,0.0,0.0,none
GLENMARK,LAURUSLABS,0.0,0.0,0,0.0,0.0,0.0,none
AMBUJACEM,ULTRACEMCO,0.0,0.0,0,0.0,0.0,0.0,none
BEL,SOLARINDS,0.0,0.0,0,0.0,0.0,0.0,none
CGPOWER,RVNL,275.3151265800069,1.0,1,0.0,340.5360000000019,65.220873419995,mr
JSWENERGY,NHPC,-480.33897207006544,0.0,1,0.0,-415.2046250000029,65.1343470700625,mr
KAYNES,NBCC,622.0723814437652,1.0,1,0.0,687.3739800000092,65.30159855624396,mr
JWL,RITES,0.0,0.0,0,0.0,0.0,0.0,none
CONCOR,IREDA,-283.51227883989077,0.0,1,0.0,-218.19584999999074,65.3164288399,mr
CDSL,PFC,0.0,0.0,0,0.0,0.0,0.0,none
UNIONBANK,YESBANK,0.0,0.0,0,0.0,0.0,0.0,none
GRSE,IRCON,0.0,0.0,0,0.0,0.0,0.0,none
CAMS,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
IOB,MAHABANK,0.0,0.0,0,0.0,0.0,0.0,none
CDSL,TATAPOWER,0.0,0.0,0,0.0,0.0,0.0,none
KPITTECH,TCS,0.0,0.0,0,0.0,0.0,0.0,none
CDSL,HDFCAMC,0.0,0.0,0,0.0,0.0,0.0,none
CDSL,SUZLON,137.0985166106709,1.0,1,0.0,202.3660000000109,65.26748338933999,mr
IRCTC,RVNL,0.0,0.0,0,0.0,0.0,0.0,none
GRSE,NBCC,0.0,0.0,0,0.0,0.0,0.0,none
AUROPHARMA,LUPIN,0.0,0.0,0,0.0,0.0,0.0,none
ADANIPORTS,GMRAIRPORT,0.0,0.0,0,0.0,0.0,0.0,none
HCLTECH,TATAELXSI,-299.5862225839371,0.0,1,0.0,-234.3912999999966,65.1949225839405,mr
JSWSTEEL,NATIONALUM,0.0,0.0,0,0.0,0.0,0.0,none
ANGELONE,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
CGPOWER,MAZDOCK,0.0,0.0,0,0.0,0.0,0.0,none
HAL,IRFC,0.0,0.0,0,0.0,0.0,0.0,none
DLF,PFC,0.0,0.0,0,0.0,0.0,0.0,none
JINDALSTEL,VEDL,0.0,0.0,0,0.0,0.0,0.0,none
CHOLAFIN,SHRIRAMFIN,0.0,0.0,0,0.0,0.0,0.0,none
NBCC,TITAGARH,0.0,0.0,0,0.0,0.0,0.0,none
CDSL,HUDCO,0.0,0.0,0,0.0,0.0,0.0,none
ABCAPITAL,CDSL,0.0,0.0,0,0.0,0.0,0.0,none
BAJAJ-AUTO,TMPV,0.0,0.0,0,0.0,0.0,0.0,none
EXIDEIND,NBCC,-3343.904364564251,0.0,3,3228.6316558634353,-3148.851474999984,195.052889564267,mr
CDSL,LTF,0.0,0.0,0,0.0,0.0,0.0,none
LTF,RECLTD,0.0,0.0,0,0.0,0.0,0.0,none
BHEL,RVNL,0.0,0.0,0,0.0,0.0,0.0,none
DIVISLAB,LAURUSLABS,0.0,0.0,0,0.0,0.0,0.0,none
BANKBARODA,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
GLENMARK,ZYDUSLIFE,0.0,0.0,0,0.0,0.0,0.0,none
NBCC,NHPC,0.0,0.0,0,0.0,0.0,0.0,none
EICHERMOT,TMPV,0.0,0.0,0,0.0,0.0,0.0,none
GRASIM,ULTRACEMCO,0.0,0.0,0,0.0,0.0,0.0,none
CANBK,IRFC,0.0,0.0,0,0.0,0.0,0.0,none
AMBER,PGEL,0.0,0.0,0,0.0,0.0,0.0,none
JWL,MAZDOCK,0.0,0.0,0,0.0,0.0,0.0,none
ADANIENT,MAZDOCK,0.0,0.0,0,0.0,0.0,0.0,none
ADANIENSOL,JSWENERGY,0.0,0.0,0,0.0,0.0,0.0,none
BEL,BEML,0.0,0.0,0,0.0,0.0,0.0,none
GRSE,IRFC,0.0,0.0,0,0.0,0.0,0.0,none
EXIDEIND,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
DLF,MAZDOCK,0.0,0.0,0,0.0,0.0,0.0,none
MAZDOCK,RAILTEL,0.0,0.0,0,0.0,0.0,0.0,none
IREDA,JSWENERGY,0.0,0.0,0,0.0,0.0,0.0,none
OBEROIRLTY,PHOENIXLTD,0.0,0.0,0,0.0,0.0,0.0,none
CANBK,LTF,0.0,0.0,0,0.0,0.0,0.0,none
INDHOTEL,IREDA,0.0,0.0,0,0.0,0.0,0.0,none
AUROPHARMA,ZYDUSLIFE,0.0,0.0,0,0.0,0.0,0.0,none
BANKINDIA,IDBI,0.0,0.0,0,0.0,0.0,0.0,none
BIOCON,LAURUSLABS,0.0,0.0,0,0.0,0.0,0.0,none
CANBK,IDFCFIRSTB,0.0,0.0,0,0.0,0.0,0.0,none
LODHA,NBCC,0.0,0.0,0,0.0,0.0,0.0,none
